,statement,label
180,"Who are the authors of ""Extragalactic H3O+: Some Consequences""?
These people are authors: Floris van der Tak (SRON Groningen, NL), Susanne Aalto (Onsala, S), Rowin Meijerink (Berkeley, USA)",1
181,"Who are the authors of ""Extragalactic H3O+: Some Consequences""?
These people are not authors: Floris van der Tak (SRON Groningen, NL), Susanne Aalto (Onsala, S), Rowin Meijerink (Berkeley, USA)",0
182,"Who are the authors of ""Extragalactic H3O+: Some Consequences""?
These people are not authors: Jarrett L. Johnson, Thomas H. Greif, Volker Bromm",1
183,"Who are the authors of ""Extragalactic H3O+: Some Consequences""?
These people are authors: Jarrett L. Johnson, Thomas H. Greif, Volker Bromm",0
184,"Who are the authors of ""Multigap superconductivity in sesquicarbides La$_2$C$_3$ and Y$_2$C$_3$""?
These people are authors: S. Kuroiwa, Y. Saura, J. Akimitsu, M. Hiraishi, M. Miyazaki, K. H. Satoh, S. Takeshita, R. Kadono",1
185,"Who are the authors of ""Multigap superconductivity in sesquicarbides La$_2$C$_3$ and Y$_2$C$_3$""?
These people are not authors: S. Kuroiwa, Y. Saura, J. Akimitsu, M. Hiraishi, M. Miyazaki, K. H. Satoh, S. Takeshita, R. Kadono",0
186,"Who are the authors of ""Multigap superconductivity in sesquicarbides La$_2$C$_3$ and Y$_2$C$_3$""?
These people are not authors: Ilya D. Feranchuk and Sergey I. Feranchuk",1
187,"Who are the authors of ""Multigap superconductivity in sesquicarbides La$_2$C$_3$ and Y$_2$C$_3$""?
These people are authors: Ilya D. Feranchuk and Sergey I. Feranchuk",0
188,"Who are the authors of ""The stability of conditional Markov processes and Markov chains in random environments""?
These people are authors: Ramon van Handel",1
189,"Who are the authors of ""The stability of conditional Markov processes and Markov chains in random environments""?
These people are not authors: Ramon van Handel",0
190,"Who are the authors of ""The stability of conditional Markov processes and Markov chains in random environments""?
These people are not authors: Ryszard Nest, Rolf Dyre Svegstrup",1
191,"Who are the authors of ""The stability of conditional Markov processes and Markov chains in random environments""?
These people are authors: Ryszard Nest, Rolf Dyre Svegstrup",0
192,"Who are the authors of ""Field structure and electron life times in the MEFISTO Electron Cyclotron Resonance Ion Source""?
These people are authors: Michael Bodendorfer, Kathrin Altwegg, Herbert Shea, Peter Wurz",1
193,"Who are the authors of ""Field structure and electron life times in the MEFISTO Electron Cyclotron Resonance Ion Source""?
These people are not authors: Michael Bodendorfer, Kathrin Altwegg, Herbert Shea, Peter Wurz",0
194,"Who are the authors of ""Field structure and electron life times in the MEFISTO Electron Cyclotron Resonance Ion Source""?
These people are not authors: Yajie Xu, Zhi Ma, Chunyuan Zhang, Xin L\""u",1
195,"Who are the authors of ""Field structure and electron life times in the MEFISTO Electron Cyclotron Resonance Ion Source""?
These people are authors: Yajie Xu, Zhi Ma, Chunyuan Zhang, Xin L\""u",0
196,"Who are the authors of ""Understanding AGN-Host Connection in Partially Obscured Active Galactic Nuclei. Part I: The Nature of AGN+HII Composites""?
These people are authors: J. Wang and J. Y. Wei",1
197,"Who are the authors of ""Understanding AGN-Host Connection in Partially Obscured Active Galactic Nuclei. Part I: The Nature of AGN+HII Composites""?
These people are not authors: J. Wang and J. Y. Wei",0
198,"Who are the authors of ""Understanding AGN-Host Connection in Partially Obscured Active Galactic Nuclei. Part I: The Nature of AGN+HII Composites""?
These people are not authors: Dardo M. Goyeneche and Alberto C. de la Torre",1
199,"Who are the authors of ""Understanding AGN-Host Connection in Partially Obscured Active Galactic Nuclei. Part I: The Nature of AGN+HII Composites""?
These people are authors: Dardo M. Goyeneche and Alberto C. de la Torre",0
200,"Who are the authors of ""SN1987A Pulsar Velocity From Modified URCA Processes and Landau Levels""?
These people are authors: Leonard S Kisslinger (Department of Physics, Carnegie Mellon University) Sandip Pakvasa (Department of Physics and Astronomy, University of Hawaii at Manoa, Honolulu)",1
201,"Who are the authors of ""SN1987A Pulsar Velocity From Modified URCA Processes and Landau Levels""?
These people are not authors: Leonard S Kisslinger (Department of Physics, Carnegie Mellon University) Sandip Pakvasa (Department of Physics and Astronomy, University of Hawaii at Manoa, Honolulu)",0
202,"Who are the authors of ""SN1987A Pulsar Velocity From Modified URCA Processes and Landau Levels""?
These people are not authors: M. Morii, S. Kitamoto, N. Shibazaki, D. Takei, N. Kawai, M. Arimoto, M. Ueno, Y. Terada, T. Kohmura, S. Yamauchi",1
203,"Who are the authors of ""SN1987A Pulsar Velocity From Modified URCA Processes and Landau Levels""?
These people are authors: M. Morii, S. Kitamoto, N. Shibazaki, D. Takei, N. Kawai, M. Arimoto, M. Ueno, Y. Terada, T. Kohmura, S. Yamauchi",0
204,"Who are the authors of ""The Jupiter Twin HD 154345b""?
These people are authors: J. T. Wright, G. W. Marcy, R. P. Butler, S. S. Vogt, G. W. Henry, H. Isaacson, A. W. Howard",1
205,"Who are the authors of ""The Jupiter Twin HD 154345b""?
These people are not authors: J. T. Wright, G. W. Marcy, R. P. Butler, S. S. Vogt, G. W. Henry, H. Isaacson, A. W. Howard",0
206,"Who are the authors of ""The Jupiter Twin HD 154345b""?
These people are not authors: Uthayasankaran Peralagu and Martin Weides",1
207,"Who are the authors of ""The Jupiter Twin HD 154345b""?
These people are authors: Uthayasankaran Peralagu and Martin Weides",0
208,"Who are the authors of ""The Exact String Black-Hole behind the hadronic Rindler horizon?""?
These people are authors: P. Castorina, D. Grumiller and A. Iorio",1
209,"Who are the authors of ""The Exact String Black-Hole behind the hadronic Rindler horizon?""?
These people are not authors: P. Castorina, D. Grumiller and A. Iorio",0
210,"Who are the authors of ""The Exact String Black-Hole behind the hadronic Rindler horizon?""?
These people are not authors: Cornelia C. Lang, Patrick Palmer and W. M. Goss",1
211,"Who are the authors of ""The Exact String Black-Hole behind the hadronic Rindler horizon?""?
These people are authors: Cornelia C. Lang, Patrick Palmer and W. M. Goss",0
212,"Who are the authors of ""Simulation of a Zenith-Field Sky Survey on RATAN-600""?
These people are authors: E.K.Majorova",1
213,"Who are the authors of ""Simulation of a Zenith-Field Sky Survey on RATAN-600""?
These people are not authors: E.K.Majorova",0
214,"Who are the authors of ""Simulation of a Zenith-Field Sky Survey on RATAN-600""?
These people are not authors: Tomohiro Matsuda",1
215,"Who are the authors of ""Simulation of a Zenith-Field Sky Survey on RATAN-600""?
These people are authors: Tomohiro Matsuda",0
216,"Who are the authors of ""Cavity-enhanced direct frequency comb spectroscopy""?
These people are authors: Michael J. Thorpe and Jun Ye",1
217,"Who are the authors of ""Cavity-enhanced direct frequency comb spectroscopy""?
These people are not authors: Michael J. Thorpe and Jun Ye",0
218,"Who are the authors of ""Cavity-enhanced direct frequency comb spectroscopy""?
These people are not authors: A. Bottino (1), N. Fornengo (1), G. Polesello (2), S. Scopel (3) ((1) Univ. of Torino and INFN-Torino (2) INFN-Pavia (3) Korea Institute of Advanced Study, Seoul)",1
219,"Who are the authors of ""Cavity-enhanced direct frequency comb spectroscopy""?
These people are authors: A. Bottino (1), N. Fornengo (1), G. Polesello (2), S. Scopel (3) ((1) Univ. of Torino and INFN-Torino (2) INFN-Pavia (3) Korea Institute of Advanced Study, Seoul)",0
220,"Who are the authors of ""Quantum computing using shortcuts through higher dimensions""?
These people are authors: B. P. Lanyon, M. Barbieri, M. P. Almeida, T. Jennewein, T. C. Ralph, K. J. Resch, G. J. Pryde, J. L. O'Brien, A. Gilchrist and A. G. White",1
221,"Who are the authors of ""Quantum computing using shortcuts through higher dimensions""?
These people are not authors: B. P. Lanyon, M. Barbieri, M. P. Almeida, T. Jennewein, T. C. Ralph, K. J. Resch, G. J. Pryde, J. L. O'Brien, A. Gilchrist and A. G. White",0
222,"Who are the authors of ""Quantum computing using shortcuts through higher dimensions""?
These people are not authors: Yue Yu",1
223,"Who are the authors of ""Quantum computing using shortcuts through higher dimensions""?
These people are authors: Yue Yu",0
224,"Who are the authors of ""Injective Spaces via Adjunction""?
These people are authors: Dirk Hofmann",1
225,"Who are the authors of ""Injective Spaces via Adjunction""?
These people are not authors: Dirk Hofmann",0
226,"Who are the authors of ""Injective Spaces via Adjunction""?
These people are not authors: Feng-Li Yan, Dong Ding",1
227,"Who are the authors of ""Injective Spaces via Adjunction""?
These people are authors: Feng-Li Yan, Dong Ding",0
228,"Who are the authors of ""Electroweak symmetry breaking in other terms""?
These people are authors: Dennis D. Dietrich",1
229,"Who are the authors of ""Electroweak symmetry breaking in other terms""?
These people are not authors: Dennis D. Dietrich",0
230,"Who are the authors of ""Electroweak symmetry breaking in other terms""?
These people are not authors: Mladen Georgiev",1
231,"Who are the authors of ""Electroweak symmetry breaking in other terms""?
These people are authors: Mladen Georgiev",0
232,"Who are the authors of ""Magnetic-Field Variations of the Pair-Breaking Effects of Superconductivity in (TMTSF)2ClO4""?
These people are authors: Shingo Yonezawa, Shuichi Kusaba, Yoshiteru Maeno, Pascale Auban-Senzier, Claude Pasquier, and Denis J\'erome",1
233,"Who are the authors of ""Magnetic-Field Variations of the Pair-Breaking Effects of Superconductivity in (TMTSF)2ClO4""?
These people are not authors: Shingo Yonezawa, Shuichi Kusaba, Yoshiteru Maeno, Pascale Auban-Senzier, Claude Pasquier, and Denis J\'erome",0
234,"Who are the authors of ""Magnetic-Field Variations of the Pair-Breaking Effects of Superconductivity in (TMTSF)2ClO4""?
These people are not authors: Ulrich Meyer",1
235,"Who are the authors of ""Magnetic-Field Variations of the Pair-Breaking Effects of Superconductivity in (TMTSF)2ClO4""?
These people are authors: Ulrich Meyer",0
236,"Who are the authors of ""The hexaquark-flavoured antiK-N-N state computed microscopically with a clusterized octoquark""?
These people are authors: P. Bicudo",1
237,"Who are the authors of ""The hexaquark-flavoured antiK-N-N state computed microscopically with a clusterized octoquark""?
These people are not authors: P. Bicudo",0
238,"Who are the authors of ""The hexaquark-flavoured antiK-N-N state computed microscopically with a clusterized octoquark""?
These people are not authors: P. A. James (1), J. H. Knapen (2), N. S. Shane (1 and 3), I. K. Baldry (1), R. S. de Jong (4) ((1) Liverpool John Moores University, (2) Instituto de Astrofisica de Canarias, (3) Mullard Space Science Laboratory, (4) Space Telescope Science Institute)",1
239,"Who are the authors of ""The hexaquark-flavoured antiK-N-N state computed microscopically with a clusterized octoquark""?
These people are authors: P. A. James (1), J. H. Knapen (2), N. S. Shane (1 and 3), I. K. Baldry (1), R. S. de Jong (4) ((1) Liverpool John Moores University, (2) Instituto de Astrofisica de Canarias, (3) Mullard Space Science Laboratory, (4) Space Telescope Science Institute)",0
240,"Who are the authors of ""The Behavior of Laplace Transform of the Invariant Measure on the Hypersphere of High Dimension""?
These people are authors: A.Vershik",1
241,"Who are the authors of ""The Behavior of Laplace Transform of the Invariant Measure on the Hypersphere of High Dimension""?
These people are not authors: A.Vershik",0
242,"Who are the authors of ""The Behavior of Laplace Transform of the Invariant Measure on the Hypersphere of High Dimension""?
These people are not authors: M. Asorey and P.M. Lavrov",1
243,"Who are the authors of ""The Behavior of Laplace Transform of the Invariant Measure on the Hypersphere of High Dimension""?
These people are authors: M. Asorey and P.M. Lavrov",0
244,"Who are the authors of ""(q,t)-analogues and GL_n(F_q)""?
These people are authors: Victor Reiner and Dennis Stanton",1
245,"Who are the authors of ""(q,t)-analogues and GL_n(F_q)""?
These people are not authors: Victor Reiner and Dennis Stanton",0
246,"Who are the authors of ""(q,t)-analogues and GL_n(F_q)""?
These people are not authors: S. Hollands and R. M. Wald",1
247,"Who are the authors of ""(q,t)-analogues and GL_n(F_q)""?
These people are authors: S. Hollands and R. M. Wald",0
248,"Who are the authors of ""Information theoretic bounds for Compressed Sensing""?
These people are authors: Shuchin Aeron, Venkatesh Saligrama and Manqi Zhao",1
